Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels
4022,Def Jam: Fight for NY: The Takeover,2006,AkiCorp.,Action;Fighting;Fighting;Wrestling;3D;Wrestling,PSP,1-2 ,,
4023,Hexic HD,2005,CarbonatedGames,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Xbox360,1 Player,,
4024,WWE Day of Reckoning,2004,Yuke's,Action;Fighting;Wrestling,GameCube,1-4 ,,
4025,Hitman: Absolution,2012,"IoInteractive,NixxesSoftware",Action Adventure;Modern;General;Modern,PC,not specified,6.84,"hitman,linear,new,big,hard"
4026,Jotun: Valhalla Edition,2016,ThunderLotusGames,Action;General,WiiU,not specified,,
4027,Stella Glow,2015,"ImageEpoch,Imageepoch",Strategy;Turn-Based;General,3DS,No Online Multiplayer,,
4028,Edge,2013,TwoTribes,General;Puzzle;Miscellaneous;Puzzle;General,WiiU,not specified,,
4029,Pro Evolution Soccer 2012,2011,Konami,Sports;Traditional;Team;Football;Soccer;Sim;Sim;Sim,Wii,not specified,,
4030,Rochard,2011,RecoilGames,Action;Adventure;General;General;Platformer;2D,PlayStation3,not specified,8.35,"easy,[,fun,worth,big"
4031,Alien: Isolation,2014,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PlayStation4,No Online Multiplayer,8.31,"alien,original,hard,long,scary"
4032,Professor Layton VS Phoenix Wright Ace Attorney,2014,Level5,General;Puzzle;Miscellaneous;Puzzle;General,3DS,No Online Multiplayer,,
4033,CastleStorm,2013,ZenStudios,Strategy;General;General,Xbox360,not specified,8.57,"fun,online,local,angry,unique"
4034,GRID,2008,FirebrandGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,DS,1 Player,7.44,"grid,realistic,fun,easy,arcade"
4035,Call of Juarez: Gunslinger,2013,Techland,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,not specified,,
4036,Ultimate Marvel vs. Capcom 3,2011,Capcom,Action;Fighting;Fighting;2D;2D,Xbox360,not specified,6.86,"new,ultimate,original,super,online"
4037,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,2009,AtlusCo.,Role-Playing;General,PlayStation2,not specified,,
4038,Catherine,2011,Atlus,Action Adventure;Horror;Horror;Survival,PlayStation3,1-2 ,7.95,"interesting,hard,unique,easy,challenging"
4039,Blossom Tales: The Sleeping King,2017,"CastlePixel,LLC.",Action Adventure;Open-World,Switch,No Online Multiplayer,,
4040,Rome: Total War Alexander,2006,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,6  Online,,
4041,Street Fighter Anniversary Collection,2005,Capcom,Miscellaneous;Compilation,Xbox,2  Online,,
4042,Hob,2017,RunicGames,Action;General,PlayStation4,not specified,,
4043,Driver: San Francisco,2011,UbisoftReflections,Driving;Racing;Mission-based;Arcade;Mission-based;Automobile,PlayStation3,not specified,8.68,"san,original,interesting,excellent,fun"
4044,The Banner Saga,2016,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PlayStation4,not specified,7.08,"tactical,unique,hard,beautiful,turn-based"
4045,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,not specified,,
4046,Trials Fusion,2014,RedLynx,Driving;Racing;Arcade;Motorcycle;Automobile;Street;Street,PlayStation4,Up to 4 ,4.65,"easy,hard,ubisoft,new,super"
4047,LocoRoco,2017,SonyInteractiveEntertainment,Action;Platformer;2D,PlayStation4,not specified,9.23,"addictive,amazing,easy,classic,loco"
4048,Sam & Max Episode 102: Situation: Comedy,2006,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,No Online Multiplayer,,
4049,Prototype 2,2012,RadicalEntertainment,Action Adventure;Sci-Fi;Sci-Fi;Open-World,PlayStation3,not specified,,
4050,Final Fantasy XIII-2,2012,SquareEnix,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,not specified,,
4051,LEGO Harry Potter: Years 1-4,2010,Traveller'sTales,Action Adventure;Adventure;General;Fantasy;General;Fantasy,Xbox360,No Online Multiplayer,,
4052,Rumu,2017,RobotHouse,Adventure;General,PC,not specified,,
4053,Life is Strange: Before the Storm - Episode 1: Awake,2017,DeckNineGames,Action Adventure;General,XboxOne,not specified,,
4054,Killing Floor 2,2017,TripwireInteractive,Action;Shooter;First-Person;Arcade,XboxOne,not specified,,
4055,NieR: Automata - 3C3C1D119440927,2017,PlatinumGames,Role-Playing;Action RPG,PlayStation4,not specified,,
4056,Zen Pinball 2: Bethesda Pinball,2016,ZenStudios,Action;Pinball,PlayStation4,not specified,,
4057,Fallout 4: Far Harbor,2016,BethesdaGameStudios,Role-Playing;Western-Style,PC,not specified,,
4058,King's Quest Chapter 3: Once Upon a Climb,2016,TheOddGentlemen,Adventure;General,PlayStation4,not specified,,
4059,Goetia,2016,Sushee,Adventure;Point-and-Click,PC,No Online Multiplayer,,
4060,Dying Light: The Following,2016,Techland,Action Adventure;Survival,PC,not specified,8.44,"new,following,big,map,huge"
4061,Monster Tale,2011,DreamRift,Action;Platformer;Platformer;2D;2D,DS,No Online Multiplayer,,
4062,Tropico 3: Absolute Power,2010,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,not specified,,
4063,Age of Zombies,2010,HalfbrickStudios,Action Adventure;Horror;Horror;Survival,PSP,not specified,,
4064,Bit.Trip Void,2009,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,Wii,1-4 ,,
4065,NBA 09 The Inside,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Basketball;Sim;Sim,PSP,1-2 ,,
4066,Sam & Max Episode 106: Bright Side of the Moon,2007,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,No Online Multiplayer,,
4067,Tiger Woods PGA Tour 07,2006,EARedwoodShores,Sports;Traditional;Golf;Sim,PlayStation2,4  Online,7.25,"new,big,special,fun,key"
4068,MTV Music Generator 3: This Is the Remix,2004,MixMax,Miscellaneous;Music Maker,PlayStation2,1 Player,,
4069,Activision Anthology,2003,Aspyr,Miscellaneous;Compilation,GameBoyAdvance,1-2 ,,
4070,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,Xbox,1-4 ,9.5,"tactical,huge,big,surprised,adictive"
4071,Day of Defeat,2003,ValveSoftware,Action;Shooter;Shooter;First-Person;Historic;Tactical;Historic,PC,1-32 ,,
4072,Tekken 4,2002,Namco,Action;Fighting;3D,PlayStation2,1-2 ,,
4073,Twisted Metal: Black Online,2002,IncognitoInc.,Driving;Car Combat,PlayStation2,1-2 ,,
4074,Jumpgate: The Reconstruction Initiative,2001,NetDevil,Simulation;Sci-Fi;Space;Large Spaceship;Civilian,PC,Massively Multiplayer,,
4075,Aqua Aqua,2001,ZedTwoLimited,Miscellaneous;Puzzle;Puzzle;General,PlayStation2,1-2 ,,
4076,Space Empires IV,2000,MalfadorMachinations,Strategy;Turn-Based;General;General;4X,PC,Up to 20 ,,
4077,Sega Marine Fishing,2000,Sega,Sports;Nature;Fishing,Dreamcast,not specified,,
4078,Mirror's Edge,2008,EADICE,Action;Action Adventure;Shooter;Modern;General;Modern;First-Person;Modern,Xbox360,1 Player,7.4,"unique,new,hard,amazing,innovative"
4079,Tom Clancy's The Division,2016,MassiveEntertainment,Shooter;Modern;Modern;Action;Shooter;Third-Person;Tactical;Arcade,PC,not specified,,
4080,Resident Evil 4: Ultimate HD Edition,2014,"Capcom,QLOC",Action Adventure;Horror;Survival,PC,No Online Multiplayer,,
4081,Mario vs. Donkey Kong: Mini-Land Mayhem,2010,"Nintendo,NintendoSoftwareTechnology",Action;Platformer;Platformer;2D;2D,DS,not specified,,
4082,Sam & Max Episode 203: Night of the Raving Dead,2008,TelltaleGames,Adventure;General;3D;Point-and-Click;Third-Person,PC,1 Player,,
4083,Metroid Prime Pinball,2005,FuseGamesLimited,Action;Miscellaneous;Parlor;Pinball;Pinball,DS,1-8 ,,
4084,Mega Man & Bass,2003,Capcom,Action;Platformer;2D,GameBoyAdvance,1 Player,,
4085,Alien Hominid HD,2007,TheBehemoth,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical;Horizontal,Xbox360,4  Online,,
4086,F.E.A.R. 2: Project Origin,2009,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,16  Online,,
4087,Black,2006,CriterionGames,Action;Shooter;First-Person;Modern,PlayStation2,1 Player,,
4088,FlatOut: Ultimate Carnage,2008,Bugbear,Driving;Racing;Demolition Derby;Arcade;Demolition Derby;Automobile,PC,8  Online,,
4089,Ghostbusters: The Video Game,2009,TerminalReality,Action;General;General,Xbox360,4  Online,,
4090,Naruto Shippuden: Ultimate Ninja Storm 4,2016,CyberConnect2,Action;Fighting;3D,PlayStation4,Up to 8 ,,
4091,Just Dance 2014,2013,Ubisoft,Action;Miscellaneous;Rhythm;Dancing;Dancing,Xbox360,not specified,,
4092,Retro City Rampage,2012,VblankEntertainmentInc.,Action Adventure;Adventure;3D;Open-World;Modern;Third-Person;Modern,PlayStationVita,not specified,,
4093,King Arthur: The Role-Playing Wargame,2009,NeocoreGames,Strategy;Real-Time;Fantasy;General,PC,not specified,,
4094,Toki Tori,2008,TwoTribes,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,Wii,1 Player,,
4095,Rock of Ages 2: Bigger & Boulder,2017,ACETeam,Action;General,PlayStation4,Up to 4 ,,
4096,Kelvin and the Infamous Machine,2016,Blyts,Adventure;Point-and-Click,PC,No Online Multiplayer,,
4097,Final Fantasy XIII-2,2012,SquareEnix,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PlayStation3,No Online Multiplayer,,
4098,Auditorium HD,2010,CipherPrime,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,not specified,,
4099,OlliOlli,2014,TomHegarty,Sports;Alternative;Individual;Skateboarding;Skate / Skateboard,PlayStationVita,not specified,,
4100,Guitar Hero III: Legends of Rock,2007,Aspyr,Action;Miscellaneous;Rhythm;Music;Music,PC,1-2 ,7.71,"new,hard,difficult,fun,easy"
4101,Sid Meier's Civilization: Beyond Earth - Rising Tide,2015,FiraxisGames,Strategy;Turn-Based;General;4X,PC,not specified,,
4102,Unforeseen Incidents,2018,BackwoodsEntertainment,Adventure;General,PC,No Online Multiplayer,,
4103,Smuggler's Run: Warzones,2002,RockstarSanDiego,Driving;Mission-based,GameCube,1-4 ,,
4104,Golden Sun: Dark Dawn,2010,CamelotSoftwarePlanning,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,No Online Multiplayer,,
4105,Hasbro Family Game Night: Scrabble,2009,ElectronicArts,Miscellaneous;Board Games;Board / Card Game,Xbox360,not specified,,
4106,Memoria,2013,DaedalicEntertainment,Adventure;General;General;Point-and-Click,PC,not specified,,
4107,FRAMED Collection,2018,LoveshackEntertainment,Miscellaneous;Compilation,Switch,No Online Multiplayer,,
4108,Joe Dever's Lone Wolf,2018,"Bulkypix,ForgeReply",Action;General,Switch,No Online Multiplayer,,
4109,The Last Door,2014,TheGameKitchen,Adventure;General,PC,not specified,,
4110,DeathSpank,2010,HotheadGames,Role-Playing;Action RPG;Action RPG,PlayStation3,not specified,,
4111,MLB 09: The Show,2009,SCEASanDiegoStudios,Sports;Traditional;Baseball;Sim,PlayStation2,not specified,8.89,"minor,perfect,new,realistic,disappointed"
4112,NHL 2K7,2006,KushGames,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,8  Online,,
4113,Shadowgrounds Survivor,2007,"Frozenbyte,Inc.",Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,No Online Multiplayer,,
4114,Prey,2006,VenomGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,8  Online,7.59,"new,hard,easy,useless,old"
4115,Shooty Fruity,2017,nDreams,Action;Shooter;Light Gun,PlayStation4,not specified,,
4116,The Inner World: The Last Wind Monk,2017,Fizbin,Adventure;General,PC,No Online Multiplayer,,
4117,Cat Quest,2017,TheGentlebros,Role-Playing;Action RPG,PC,No Online Multiplayer,,
4118,Teslagrad,2014,RainGames,Action;Platformer;Platformer;2D;2D,WiiU,not specified,9.0,"em,o,não,que,os"
4119,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,Wii,1 Player,,
4120,OutRun2,2004,SumoDigital,Driving;Racing;Arcade,Xbox,8  Online,,
4121,Armed and Dangerous,2003,PlanetMoonStudios,Action;Shooter;Third-Person;Sci-Fi,Xbox,1 Player,,
4122,Gothic II,2003,PiranhaBytes,Role-Playing;PC-style RPG;Western-Style,PC,1 Player,,
4123,Port Royale,2003,"AscaronEntertainmentGmbH,AscaronEntertainment",Strategy;Real-Time;Historic;General,PC,1-8 ,,
4124,Deadly Dozen: Pacific Theater,2002,Nfusion,Action;Shooter;Shooter;First-Person;Tactical;Historic;Historic,PC,1-32 ,,
4125,Shattered Galaxy,2001,Nexon,Role-Playing;Strategy;General;General;Massively Multiplayer,PC,Massively Multiplayer,,
4126,Namco Museum,2001,MassMedia,Miscellaneous;Compilation,GameBoyAdvance,not specified,,
4127,Close Combat: Invasion: Normandy,2000,AtomicGames,Strategy;Turn-Based;Real-Time;Historic;Tactics,PC,1-2 ,,
4128,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,not specified,5.33,"new,single,big,huge,amazing"
4129,ZEN Pinball 3D,2012,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,3DS,1 Player,,
4130,King's Bounty: The Legend,2008,KatauriInteractive,Strategy;Turn-Based;Fantasy;General;Fantasy;Tactics,PC,1 Player,,
4131,Metal Slug Advance,2004,NoiseFactory,Action;Shooter;Scrolling,GameBoyAdvance,1 Player,,
4132,Buffy the Vampire Slayer,2002,DoubleHelixGames,Action;Beat-'Em-Up,Xbox,1 Player,,
4133,Bleed 2,2018,BootdiskRevolution,Action;Platformer;2D,Switch,No Online Multiplayer,8.0,"paced,platform,several,new,pleased"
4134,ECHO,2017,UltraUltra,Action Adventure;General,PlayStation4,No Online Multiplayer,,
4135,Hitman - Episode 2: Sapienza,2016,IoInteractive,Action Adventure;General,XboxOne,not specified,6.86,"episodic,big,new,explosive,sapienzapotential"
4136,SMITE,2016,Hi-RezStudios,Strategy;Real-Time;MOBA,PlayStation4,Up to 10 ,7.85,"new,free,smite,fun,third"
4137,Wolfenstein: The New Order,2014,MachineGames,General;Shooter;Historic;Action;Shooter;First-Person;Historic;Arcade,XboxOne,No Online Multiplayer,7.82,"new,old,nazi,fps,single"
4138,Rage,2011,idSoftware,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,Up to 4 ,6.7,"new,fun,solid,beautiful,amazing"
4139,Call of Duty: Black Ops - Escalation,2011,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,not specified,,
4140,The Misadventures of P.B. Winterbottom,2010,TheOddGentlemen,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PC,not specified,7.38,"arcade,original,unique,simple,innovative"
4141,UEFA EURO 2008,2008,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,4  Online,,
4142,Heavenly Sword,2007,NinjaTheory,Action;Beat-'Em-Up;Beat-'Em-Up;3D,PlayStation3,No Online Multiplayer,,
4143,Dragon Age II,2011,BioWare,Role-Playing;PC-style RPG;Action RPG,Xbox360,No Online Multiplayer,4.01,"dragon,new,big,original,hard"
4144,NCAA Football 13,2012,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,not specified,,
4145,Tales of Vesperia,2008,BandaiNamcoGames,Role-Playing;Console-style RPG;Action RPG;Console-style RPG;Japanese-Style,Xbox360,No Online Multiplayer,,
4146,Fat Princess,2009,TitanStudios,Action;General;General,PlayStation3,32  Online,,
4147,Tiger Woods PGA Tour 08,2007,EASaltLake,Sports;Traditional;Individual;Golf;Sim;Sim,PlayStation3,1-4 ,8.5,"tiger,favorite,st,actual,frustrating"
4148,Uru: Ages Beyond Myst,2003,CyanWorlds,Adventure;3D;First-Person;Fantasy;Fantasy,PC,Massively Multiplayer,,
4149,Pillars of Eternity: The White March - Part 2,2016,ObsidianEntertainment,Role-Playing;Western-Style,PC,not specified,,
4150,Greed Corp,2010,W!Games,Strategy;Turn-Based;Modern;General;Modern,Xbox360,not specified,,
4151,WWE SmackDown vs. Raw 2009,2008,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Wii,1-4 ,,
4152,Little Inferno,2012,TomorrowCorporation,Miscellaneous;Puzzle;Action;Puzzle;Action,WiiU,not specified,,
4153,Guild Wars: Eye of the North,2007,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,Massively Multiplayer,,
4154,Outlast 2,2018,RedBarrels,Action Adventure;Survival,Switch,No Online Multiplayer,,
4155,Summon Night: Swordcraft Story 2,2006,Flight-Plan,Role-Playing;Action RPG,GameBoyAdvance,1-2 ,,
4156,Driveclub Bikes,2015,EvolutionStudios,Racing;Simulation;Automobile,PlayStation4,Up to 12 ,,
4157,Anomaly: Warzone Earth,2012,11bitstudios,Strategy;Real-Time;General;Sci-Fi;General,Xbox360,not specified,7.44,"easy,interesting,unique,new,simple"
4158,DOOM,2017,"idSoftware,PanicButton",Action;Shooter;First-Person;Arcade,Switch,Up to 12 ,8.6,"new,old,single,original,modern"
4159,Dead Space: Extraction,2011,VisceralGames,Action;Action Adventure;Horror;Horror;Shooter;Light Gun,PlayStation3,not specified,7.74,"wii,original,scary,light-gun,on-rails"
4160,Project: Snowblind,2005,CrystalDynamics,Action;Shooter;First-Person;Sci-Fi,Xbox,16  Online,,
4161,LEGO Harry Potter: Years 1-4,2010,Traveller'sTales,Action Adventure;Adventure;General;Fantasy;General;Fantasy,Wii,No Online Multiplayer,,
4162,LEGO Harry Potter: Years 1-4,2010,Traveller'sTales,Action Adventure;Adventure;General;Fantasy;General;Fantasy,PlayStation3,No Online Multiplayer,,
4163,Trackmania Turbo,2016,Nadeo,Racing;Arcade;Automobile,PC,not specified,7.3,"trackmania,new,es,easy,fun"
4164,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015,TelltaleGames,Adventure;General,PC,not specified,,
4165,Battle Chasers: Nightwar,2017,AirshipSyndicateEntertainment,Role-Playing;Action RPG;Japanese-Style,PC,No Online Multiplayer,7.67,"’,noteworthy,classic,big,solid"
4166,Pit People,2018,TheBehemoth,Action;Strategy;Turn-Based;General;Tactics,XboxOne,not specified,,
4167,Nioh: Defiant Honor,2017,TeamNinja,Role-Playing;Action RPG,PlayStation4,not specified,,
4168,Enslaved: Odyssey to the West - Pigsy's Perfect 10,2010,NinjaTheory,Action Adventure;Modern;General;Modern,PlayStation3,not specified,,
4169,Mini Ninjas,2009,IoInteractive,Action Adventure;Adventure;General;Fantasy;General;Fantasy,Wii,not specified,,
4170,Carcassonne,2007,SierraOnline,Miscellaneous;Board Games;Board Games;Board / Card Game,Xbox360,5  Online,,
4171,Harvest Moon: A Wonderful Life,2004,Marvelous,Role-Playing;Console-style RPG,GameCube,1 Player,,
4172,Sphinx and the Cursed Mummy,2003,EurocomEntertainmentSoftware,Action Adventure;Fantasy,Xbox,1 Player,,
4173,EverQuest: Lost Dungeons of Norrath,2003,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,not specified,,
4174,Battlefield 1942: Secret Weapons of WWII,2003,DigitalIllusions,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,1-32 ,,
4175,Robot Alchemic Drive,2002,Sandlot,Simulation;Sci-Fi;Mech,PlayStation2,1-2 ,,
4176,NHL 2003,2002,EASports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,1-4 ,,
4177,The Sims: Unleashed,2002,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,1 Player,,
4178,NHL Hitz 20-02,2001,Midway,Sports;Traditional;Ice Hockey;Arcade,GameCube,1-4 ,,
4179,Worms World Party,2001,Team17,Strategy;General,Dreamcast,not specified,,
4180,Resident Evil 3: Nemesis,2000,Capcom,Action Adventure;Horror,Dreamcast,not specified,,
4181,RayStorm,1996,TaitoCorporation,Action;General,PlayStation,1-2 ,,
4182,The King of Fighters XIV,2016,"SNKPlaymore,SNKCorporation",Action;Fighting;2D,PlayStation4,Up to 12 ,,
4183,Tales of Berseria,2017,BandaiNamcoGames,Japanese-Style;Role-Playing;Action RPG,PlayStation4,No Online Multiplayer,,
4184,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,2016,SpikeChunsoft,Role-Playing;Roguelike,PlayStationVita,2 ,,
4185,Halfbrick Echoes,2009,HalfbrickStudios,Action;General;General,PSP,not specified,,
4186,Race the Sun,2013,Flippfly,Action;Racing;General;General;Arcade;Futuristic,PC,No Online Multiplayer,,
4187,MotorStorm Arctic Edge,2009,BigbigStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PSP,8  Online,,
4188,Firewall Zero Hour,2018,"SonyInteractiveEntertainment,FirstContactEntertainment",Action;Shooter;First-Person;Tactical,PlayStation4,Up to 8 ,,
4189,Hitman - Episode 3: Marrakesh,2016,IoInteractive,Action Adventure;General,PC,not specified,,
4190,The Sims 3: Pets,2011,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,not specified,,
4191,Pac-Man 256,2016,HIPSTERWHALE,Action;General;Arcade,PlayStation4,not specified,9.0,"endless,original,weak"
4192,MTX Mototrax,2004,LeftFieldProductions,Driving;Racing;Motorcycle;Motocross,Xbox,1-2 ,,
4193,Prototype,2009,RadicalEntertainment,Action Adventure;Sci-Fi;Sci-Fi;Open-World,PC,not specified,,
4194,Alienation,2016,Housemarque,Sci-Fi;Action;Shooter;Third-Person;Arcade,PlayStation4,Up to 4 ,,
4195,Steredenn: Binary Stars,2018,PlugInDigital,Action;Shooter;Shoot-'Em-Up;Horizontal,Switch,No Online Multiplayer,,
4196,Zwei: The Ilvard Insurrection,2017,Falcom,Role-Playing;Action RPG,PC,not specified,,
4197,Torment: Tides of Numenera,2017,InXileEntertainment,General;Role-Playing;Western-Style,XboxOne,not specified,6.43,"original,interesting,new,spiritual,old"
4198,Hand of Fate,2015,DefiantDevelopment,Role-Playing;Miscellaneous;General;Board / Card Game,PlayStation4,not specified,,
4199,Stick it to the Man!,2013,Zoink!,Action;Platformer;3D,PC,No Online Multiplayer,8.33,"favorite,incredible,early,dark,fair"
4200,Street Fighter X Tekken,2012,"Capcom,QLOC",Action;Fighting;Fighting;3D;2D;3D,PC,not specified,4.6,"tekken,new,fighting,easy,online"
4201,Assault Heroes,2006,WanakoStudios,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,Xbox360,2  Online,,
4202,Guilty Gear X,2001,ArcSystemWorks,Action;Fighting;2D,PlayStation2,1-2 ,,
4203,Perfect Dark,2010,4JStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,not specified,9.44,"perfect,single,classic,dark,n64"
4204,Frozen Cortex,2015,Mode7Games,General;Sports;Team;Futuristic,PC,not specified,,
4205,Burnout Paradise Remastered,2018,"CriterionGames,STELLARENTERTAINMENTSOFTWARELTD",Racing;Arcade;Automobile,XboxOne,Up to 8 ,7.88,"original,old,new,fun,fast"
4206,Tacoma,2017,"TheFullbrightCompany,Fullbright",Adventure;General,XboxOne,not specified,,
4207,Sphinx and the Cursed Mummy,2003,EurocomEntertainmentSoftware,Action Adventure;Fantasy,GameCube,1 Player,,
4208,Gears of War: Judgment,2013,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,not specified,,
4209,Halo Wars 2,2017,CreativeAssembly,Strategy;Real-Time;General,XboxOne,not specified,,
4210,Anarcute,2016,Anarteam,Action;General,PC,No Online Multiplayer,,
4211,Pool Nation,2012,CherryPopGames,Sports;Miscellaneous;Parlor;Individual;Billiards;Billiards,Xbox360,not specified,7.25,"awesome,hustle,large,new,aaa"
4212,Free Realms,2009,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,not specified,,
4213,Homeworld: Deserts of Kharak,2016,BlackbirdInteractive,Strategy;Real-Time;Command,PC,not specified,,
4214,L.A. Noire,2017,"TeamBondi,Virtuos",Adventure;3D;Third-Person,Switch,No Online Multiplayer,7.64,"facial,new,l.a.,red,amazing"
4215,Don't Starve,2013,KleiEntertainment,Action Adventure;Fantasy;General;Fantasy;Sandbox,PC,No Online Multiplayer,,
4216,Bleed 2,2018,BootdiskRevolution,Action;Platformer;2D,PlayStation4,No Online Multiplayer,8.0,"paced,platform,several,new,pleased"
4217,Hue,2016,FiddlesticksGames,Puzzle;Action,PC,No Online Multiplayer,,
4218,Assault Android Cactus,2015,WitchBeam,General;General;Scrolling;Action;Shooter;Shoot-'Em-Up;Top-Down,PC,No Online Multiplayer,8.0,"twin-stick,unique,interesting,fun,awesome"
4219,Chessmaster,2004,Ubisoft,Miscellaneous;Board Games,Xbox,1-2 ,,
4220,All-Star Baseball 2003,2002,Acclaim,Sports;Traditional;Baseball;Sim,Xbox,1-4 ,7.6,"slow,ninth,new,franchise,irritating"
4221,Trainz,2002,Auran,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,1 Player,,
4222,NHL Hitz 20-02,2001,BlackBox,Sports;Traditional;Ice Hockey;Arcade,Xbox,1-4 ,,
4223,Super Dodge Ball Advance,2001,AtlusCo.,Sports;Alternative;Other,GameBoyAdvance,not specified,,
4224,Super Smash Bros.,1999,HALLabs,Action;Fighting;3D,Nintendo64,1-4 ,,
4225,Atelier Escha & Logy: Alchemists of the Dusk Sky,2014,Gust,General;Role-Playing;General;Japanese-Style,PlayStation3,not specified,,
4226,Pro Evolution Soccer 2015,2014,Konami,Action;General;Sports;Traditional;Team;Soccer;Sim,XboxOne,Up to 22 ,5.87,"fifa,online,big,new,realistic"
4227,The Lord of the Rings: The Two Towers,2002,StormfrontStudios,Action;Beat-'Em-Up,Xbox,1 Player,8.31,"u,secret,hard,easy,cool"
4228,Tiger Woods PGA Tour 11,2010,EASports,Sports;Traditional;Individual;Golf;Sim;Sim,Xbox360,not specified,,
4229,Twisted Metal: Head-On,2005,IncognitoInc.,Simulation;Driving;Car Combat;Car Combat;Vehicle;Combat,PSP,6  Online,,
4230,Geometry Wars: Galaxies,2007,KujuEntertainment,Action;Shooter;Shooter;Static;Third-Person;Static;Shoot-'Em-Up;Sci-Fi;Top-Down,DS,1-2 ,,
4231,Captain Toad: Treasure Tracker,2018,"NintendoEADTokyo,NintendoSoftwareTechnology",Action;Platformer;3D,3DS,No Online Multiplayer,8.47,"super,u,new,easy,nintendo"
4232,Heat Signature,2017,TomFrancis,Action;General,PC,not specified,,
4233,Wonder Boy: The Dragon's Trap,2017,Lizardcube,Action Adventure;General,Switch,No Online Multiplayer,,
4234,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,Wii,1 Player,,
4235,FIFA Soccer 08,2007,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PSP,2  Online,6.53,"fifa,pro,ea,difficult,stupid"
4236,Sonic Advance 3,2004,DimpsCorporation,Action;Platformer;2D,GameBoyAdvance,1-4 ,,
4237,Chivalry: Medieval Warfare,2012,TornBannerStudios,Action;Strategy;General;General;General,PC,not specified,,
