Title,Userscore
Dead Rising 2,
TumbleSeed,
ONRUSH,
Bad Request,9.09
MotorStorm RC,
AstroPop,
Dragon Quest VI: Realms of Revelation,
Theatrhythm Final Fantasy,
Teleglitch: Die More Edition,
Age of Empires: Mythologies,
Donkey Kong Country,
Zero Escape: Zero Time Dilemma,7.67
LEGO Marvel Super Heroes,7.57
League of Legends,
Rabbids Go Home,
The Movies: Stunts & Effects,
Deus Ex: Human Revolution - The Missing Link,
Asphalt 4: Elite Racing,
Shaun White Snowboarding: Road Trip,
Dynasty Warriors 4,
Shox,
Super Ghouls 'n Ghosts,
The Thing,
Tropico: Paradise Island,
NASCAR Heat 2002,9.0
MechWarrior 4: Black Knight Expansion,
Cool Boarders 2001,
Ridge Racer V,
NFL Blitz 2001,
Apollo Justice: Ace Attorney,
Observer,6.2
Forgotton Anne,8.0
Rune Factory: A Fantasy Harvest Moon,
The Tomb Raider Trilogy,
1001 Spikes,
The Walking Dead: 400 Days,
Disney Guilty Party,
Skylanders Imaginators,
Warp,
Wild Arms 3,
Tales of Xillia,
Ken Follett's The Pillars of the Earth,
Shadow Warrior 2,
Hatsune Miku: Project Diva F 2nd,8.5
Karaoke Revolution Party,
The Adventures of Cookie & Cream,
Swords & Soldiers HD,
Pro Evolution Soccer 2011,
Tom Clancy's Rainbow Six: Vegas 2,
"Blast Works: Build, Trade, Destroy",
LEGO Star Wars: The Force Awakens,
Fire Pro Wrestling World,
Musynx,
Runner3,
Dungeon of the Endless,
Blaster Master Zero,
Unravel,7.86
Sonic & Sega All-Stars Racing,
Blackwood Crossing,
Candleman,
Fluidity: Spin Cycle,
Super Street Fighter IV: Arcade Edition,7.31
Arc the Lad Collection,
Resident Evil: Revelations Collection,
FIFA Soccer 2005,8.1
Tom Clancy's Splinter Cell Pandora Tomorrow,8.79
Hitman: Contracts,
Puzzle Pirates,
The Lord of the Rings: The Return of the King,8.41
Crimson Sea,
2002 FIFA World Cup,
Knockout Kings 2002,
Star Trek Starfleet Command: Orion Pirates,
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,6.13
Two Worlds II: Pirates of the Flying Fortress,
Devil May Cry 4,7.59
Breath of Fire: Dragon Quarter,
Soul Bubbles,
Praetorians,
Mario and Donkey Kong: Minis on the Move,
Mary Skelter: Nightmares,
Naruto: Rise of a Ninja,
Sonic Rush Adventure,
Stealth Inc: A Clone in the Dark,
Call of Duty Classic,
Bust-A-Move Live!,
MLB 09: The Show,8.89
Bejeweled 3,7.85
Tiger Woods PGA Tour 07,7.25
Forma.8,
Shin Megami Tensei: Persona,
Toy Story 3,
Call of Duty: Black Ops - First Strike,
Silent Hill: Origins,
Sniper Elite 4,8.62
EA Sports Active 2,
Final Fantasy XIV Online: A Realm Reborn,7.01
Chime Super Deluxe,
DeathSpank: Thongs of Virtue,
Lost Planet: Extreme Condition Colonies Edition,
Chaos on Deponia,
James Bond 007: NightFire,
"That Dragon, Cancer",
Blade Strangers,
Mothergunship,
Unravel Two,8.5
Sairento VR,
Human Resource Machine,
Adventures of Pip,
LISA,
OlliOlli,
Strider,
Dead Space 3,
Anno 1701: Dawn of Discovery,
Tomb Raider: Anniversary,7.44
Metal Gear Solid: Digital Graphic Novel,
Condemned: Criminal Origins,8.0
Blitz: The League,
Capcom Classics Collection,
Shin Megami Tensei: Digital Devil Saga,
Culdcept,
MVP Baseball 2003,8.36
Midtown Madness 2,
Need for Speed: Porsche Unleashed,
The Wonderful 101,
Kingdom Under Fire: Heroes,
Fatal Frame III: The Tormented,
WWE SmackDown vs. Raw 2009,
Mario Golf: World Tour,
Street Fighter Anniversary Collection,
New Play Control! Donkey Kong Jungle Beat,
NHL 16,
Rock Band 4,
Karaoke Revolution Presents: American Idol,
Crash Commando,
Dragon's Dogma: Dark Arisen,7.48
Mushroom 11,
Killzone: Mercenary,
Dragon's Dogma,
The Persistence,
Tropico 4: Modern Times,
Don't Starve: Console Edition,
NFL Blitz,
Call of Duty 2: Big Red One,
Super Monkey Ball Deluxe,9.0
Mega Man ZX Advent,
Soul of Darkness,
Ken Follett's The Pillars of the Earth,
Skullgirls,8.1
NCAA March Madness 06,
Ultimate Spider-Man,
Pit People,
Super Cloudbuilt,
Brandish: The Dark Revenant,
Burnout,
Drakan: The Ancients' Gates,
Madden NFL 06,6.51
Hearts of Iron: Platinum,
Armed and Dangerous,
Gladius,9.5
MLB Slugfest 20-04,
Star Trek: Starfleet Command III,
Splashdown,7.62
Star Wars: Jedi Starfighter,
NCAA College Football 2K2,
FIFA 07 Soccer,8.41
Hand of Fate,
Mortal Kombat: Shaolin Monks,
Q.U.B.E. 2,
Brass Tactics,
Heavy Rain & Beyond: Two Souls Collection,
Call of Duty: Modern Warfare 3,3.95
NHL 06,
RIGS: Mechanized Combat League,
Star Wars: Republic Commando,
Penumbra: Black Plague,
World Soccer Winning Eleven 9,6.92
DiRT 4,7.09
Marvel's Guardians of the Galaxy: The Telltale Series,
Avernum 2: Crystal Souls,
Watch Dogs,6.62
Grand Theft Auto: Liberty City Stories,7.42
Resident Evil: Revelations,8.83
Elemental: Fallen Enchantress,
Crimson Gem Saga,
Heavy Rain,8.06
Electronic Super Joy,
So Many Me,
MotoGP '07,
Wings of Prey,
Cladun: This is an RPG,
NHL 2K7,
Pro Evolution Soccer 2012,
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,
Tales of the Abyss,
Baldur's Gate II: Enhanced Edition,
State of Decay,
Dynasty Tactics 2,
Retro/Grade,
Sonic & All-Stars Racing Transformed,7.73
Under Night In-Birth Exe:Late[st],
Fallout 4: Far Harbor,
Sonic Colors,
The Adventure Pals,
NHL 06,
Far Cry Instincts Predator,
LEGO City Undercover,
Skylanders Trap Team,
The Sims 2: Open for Business,
Immortal Redneck,
Disgaea 3: Absence of Detention,
AlphaBounce,
Fire Emblem: Radiant Dawn,
Max Payne,8.94
The Simpsons: Hit & Run,7.87
MLB 2003,
Pokemon Stadium 2,
NBA Live 2001,
Earth 2150,
Heavy Metal: F.A.K.K. 2,
StarLancer,
Bangai-O HD: Missile Fury,
GRID Autosport,
Dissidia 012: Duodecim Final Fantasy,
Mega Man Zero Collection,
Sonic & Sega All-Stars Racing,
The Magic Obelisk,
Pro Evolution Soccer 2010,9.43
Lunar: Silver Star Story Complete,
ATOMIK: RunGunJumpGun,
Disney Infinity 3.0 Edition,7.05
Greed Corp,
WarioWare Gold,
Call of Duty: Ghosts,
The Walking Dead: Season Two Episode 4 - Amid the Ruins,
Call of Juarez: Bound in Blood,
Assassin's Creed Syndicate,
Metal Slug Anthology,9.5
Hearthstone: Curse of Naxxramas,
Rock Band Blitz,
Worms W.M.D,7.33
Oreshika: Tainted Bloodlines,
The Sims 2 Seasons,
Darknet,
Amnesia Collection,
Life is Strange: Episode 2 - Out of Time,
Kinect Nat Geo TV,
Joint Operations: Escalation,
Skylanders Trap Team,
Charlie Murder,
Call of Duty: Ghosts,
Viva Pinata,7.97
EyeToy: Kinetic,
Bejeweled Twist,
Mercury Meltdown,
The Banner Saga 2,7.57
Plants vs Zombies: Garden Warfare,
Dragon Ball: Origins,
SingStar '80s,
The Legend of Zelda: Breath of the Wild - The Master Trials,
Melty Blood: Actress Again Current Code,
Rune Factory 4,
Thomas Was Alone,
Little Nightmares,7.91
PlanetSide 2,6.32
NHL 2K7,
Metal Slug 3,
Offworld Trading Company,
GRID 2,5.07
Atelier Shallie Plus: Alchemists of the Dusk Sea,
Medal of Honor: Airborne,
Rebelstar: Tactical Command,
A Kingdom for Keflings,
Red Faction,8.06
Disney's Extreme Skate Adventure,
Stronghold: Crusader,
Dragon Warrior VII,
NHL Hitz 20-02,
Konami Krazy Racers,
Summoner,
Armored Core 2,
Madden NFL 2001,10.0
ATV Offroad Fury 3,
Death Squared,
Wargame: Red Dragon,
Inazuma Eleven,
WWE SmackDown vs. Raw 2007,7.12
MySims Agents,
Shin Megami Tensei: Devil Survivor Overclocked,
Bridge Constructor Portal,
This War of Mine: The Little Ones,
Need for Speed: Carbon,
Top Gear Rally,
Etherlords II,
Ace Combat: Assault Horizon,
Samurai Gunn,
The Walking Dead: 400 Days,
Fortnite,3.73
WWE SmackDown vs. Raw 2009,
El Shaddai: Ascension of the Metatron,
Ghostbusters: The Video Game,
New Super Mario Bros. 2,
DeathSpank: Thongs of Virtue,
Tabula Rasa,
Oxenfree,6.91
NFL Street 2,
Dead Rising 3,
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,
Mount & Blade: Warband,
Nancy Drew: The Ransom of the Seven Ships,
Madden NFL 08,5.24
Tom Clancy's Splinter Cell Double Agent,7.83
LEGO Star Wars,
RiME,7.57
Alien Hominid,
Crash Bandicoot N. Sane Trilogy,
Grand Slam Tennis,
Switchball,
Wario Land: Shake It!,
Star Wars Republic Commando,
Hue,
Ibb & Obb,
Deadlight,
Fallout 3: The Pitt,
Hyrule Warriors: Definitive Edition,
LEGO Indiana Jones: The Original Adventures,
Pro Evolution Soccer 2014,
Skylanders Giants,
Chibi-Robo! Park Patrol,
Dead Space 3,
R.U.S.E.,
Galak-Z: The Dimensional,7.1
Anomaly: Warzone Earth,7.44
Boktai 2: Solar Boy Django,
ESPN Major League Baseball,
Road Rash: Jailbreak,
Iridion II,
All-Star Baseball 2004,
Austerlitz: Napoleon's Greatest Victory,
Dropship: United Peace Force,
MotoGP 2,8.89
Luigi's Mansion,
Desperados: Wanted Dead or Alive,
Mars Matrix,
Zone of the Enders,
Dirt Track Racing: Sprint Cars,
Star Trek: Bridge Crew,
Alice in Wonderland,
Ridge Racer 7,
ABZU,7.35
Bad Apple Wars,
Toki Tori 2 +,10.0
Joe Dever's Lone Wolf HD Remastered,
Every Extend Extra Extreme,
Life is Strange: Before the Storm - Episode 1: Awake,
Tropico 4,
Call of Duty: Infinite Warfare,
Vaporum,
Ironcast,
AR-K Episode 3: The Great Escape,
World Class Poker with T.J. Cloutier,
Puzzle Quest: Challenge of the Warlords,8.44
Tales From The Borderlands: Episode 2 - Atlas Mugged,7.8
Injustice: Gods Among Us,8.29
The Count Lucanor,
Five Nights at Freddy's,
Baseball Mogul 2007,
Outlast,
NASCAR 06: Total Team Control,
Pac-Man Championship Edition 2,
Call of Duty: Black Ops III - Zombies Chronicles,
Crashlands,
King's Bounty: Crossworlds,
Everybody's Gone to the Rapture,
Dawn of Discovery: Venice,
EyeToy: Play 2,
Pro Evolution Soccer 2010,9.43
Mega Man 10,8.5
Legendary Gary,
Everybody's Golf,
Shadows of Adam,
Flywrench,
Style Savvy: Fashion Forward,
Dungelot: Shattered Lands,
Dying Light: The Following,8.44
Teslagrad,9.0
The Walking Dead: Season Two Episode 4 - Amid the Ruins,
Battlefield 3: End Game,
Marvel vs. Capcom Origins,
Call of Duty: Black Ops - Annihilation,
Ace Attorney Investigations: Miles Edgeworth,
Top Spin 3,
Fire Pro Wrestling Returns,
NCAA March Madness 2005,
Pac-Man vs.,
World Tour Soccer 2003,
Crash Bandicoot: The Huge Adventure,
Amped: Freestyle Snowboarding,
Dave Mirra Freestyle BMX 2,9.43
Tony Hawk's Pro Skater 2x,
NHL FaceOff 2001,
Castlevania,
Titan Quest,
Call of Duty 2: Big Red One,
Tom Clancy's Ghost Recon: Shadow Wars,
Deathtrap,
Yomawari: Midnight Shadows,
Ancestors Legacy,
Excitebots: Trick Racing,
Kokuga,
Spider-Man: Web of Shadows,
Galactic Civilizations: Altarian Prophecy,
Graceful Explosion Machine,
UEFA EURO 2008,
Pop Island,
NBA Live 06,
Republique: Episode 1 - Exordium,
Prince of Persia: The Forgotten Sands,
Mega Man Legacy Collection,8.62
Mutant Storm Reloaded,
Mortal Kombat: Armageddon,
NFL Street 2,
Nintendo Land,
Sonic Generations,
Elite: Dangerous,
Kingdom Hearts HD 1.5 ReMIX,
Starhawk,
Skylanders Giants,
Yakuza 2,
Brain Age 2: More Training in Minutes a Day,
Regalia: Of Men and Monarchs - Royal Edition,
Railway Empire,
Puddle,
Devil May Cry HD Collection,
Game of Thrones: Episode One - Iron From Ice,
Tiny Barbarian DX,
Reigns,
Mega Man 9,8.6
Sonic & Sega All-Stars Racing,
Mafia II,
EA Sports MMA,
Etrian Mystery Dungeon,
Sega Rally Revo,
Tower of Time,
The Inner World,
Linelight,
Letter Quest: Grimm's Journey Remastered,
Dance Dance Revolution Extreme,
NHL 2005,
Delta Force: Black Hawk Down,
Rayman 3: Hoodlum Havoc,
Arx Fatalis,
Geoff Crammond's Grand Prix 4,
Emperor: Rise of the Middle Kingdom,
NFL Blitz 20-02,
Kinetica,
Ground Control: Dark Conspiracy,
Birds of Steel,
College Hoops 2K6,9.25
Horizon Chase Turbo,
Apollo Justice: Ace Attorney,
Call of Cthulhu: Dark Corners of the Earth,
Bridge Constructor Portal,
OutRun 2006: Coast 2 Coast,7.82
NBA Live 09,
Sherlock Holmes: Crimes & Punishments,
Life Goes On: Done to Death,
Proteus,
Rune Factory 3: A Fantasy Harvest Moon,
Shank 2,
Far Cry Primal,
Sanctum 2,
Sky Force Anniversary,
Livelock,
Eets: Chowdown,
Aven Colony,
RISK: Factions,
ArmA II,
Ultimate Marvel vs. Capcom 3,6.86
Dead or Alive 5 Ultimate,
Life is Strange: Before the Storm - Episode 3: Hell is Empty,
Pac-Man Championship Edition 2,
Street Fighter V,
Minecraft: Wii U Edition,
F1 2013,
Your Shape Fitness Evolved 2012,
Angry Birds,
DeathSpank,
Al Emmo and the Lost Dutchman's Mine,
Tony Hawk's American Wasteland,
SoulCalibur V,6.2
Pro Evolution Soccer 2011,
The Awesome Adventures of Captain Spirit,
Final Fantasy IV: The Complete Collection,
Expeditions: Conquistador,
Call of Juarez: Bound in Blood,
Life is Strange: Episode 1 - Chrysalis,
Wasteland 2: Director's Cut,
Field Commander,
Shu,
Gary Grigsby's World at War,
RUSH,
LEGO Batman 2: DC Super Heroes,7.63
Zeno Clash,
Hamtaro: Ham-Ham Games,
I-Ninja,
James Bond 007: NightFire,
Harry Potter and the Chamber of Secrets,
Operation Flashpoint: Resistance,
World Tour Soccer 2002,
Etherlords,
FIFA Soccer 2002,6.25
Alone in the Dark: The New Nightmare,
Tenchu 2: Birth of the Stealth Assassins,
Army Men: Air Combat,
Pokemon Snap,
Banjo-Kazooie,9.27
Virginia,
FIFA Soccer 09,7.69
FIFA World Cup: Germany 2006,
Giana Sisters: Twisted Dreams,
Alien Swarm,
Art Style: BASE 10,
Rune Factory 2: A Fantasy Harvest Moon,
FIFA World Cup: Germany 2006,
Soldiers: Heroes of World War II,
Shadows of the Damned,
The Elder Scrolls Online: Morrowind,
The Godfather,
Bloodstained: Curse of the Moon,8.68
Mega Man Legacy Collection 2,
Figment,
Project Zero 2: Wii Edition,
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,
The Elder Scrolls Online: Tamriel Unlimited,
Inazuma Eleven Go: Chrono Stones: Thunderflash,
LEGO City Undercover,
Baldur's Gate: Siege of Dragonspear,
EA Sports UFC 3,
Gears of War 3: RAAM's Shadow,
Crysis 3,
Mega Man Zero 3,
Final Fantasy XV: Royal Edition,
Kerbal Space Program,9.05
Men of War: Assault Squad,
Singularity,
Command & Conquer 3: Kane's Wrath,
ATV Offroad Fury 4,
FIFA World Cup: Germany 2006,
Car Battler Joe,
Life is Strange: Before the Storm,
Tales of Symphonia Chronicles,
Killzone: Liberation,
The Escapists 2,
Arena Wars,
Little Red Lie,
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,
Furi,
Corpse Party,
Element4l,
Anomaly 2,
Final Fight: Double Impact,
Outlast 2,
The Bigs,
Donut County,
MotorStorm: Apocalypse,
The Last Guy,
Valiant Hearts: The Great War,8.61
Mothergunship,
