Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels,recommendation
4653,GRID Autosport,2014,Codemasters,Driving;Racing;Simulation;GT / Street;Automobile,PC,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4654,Dissidia 012: Duodecim Final Fantasy,2011,SquareEnix,Action;Fighting;Fighting;3D;3D,PSP,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4655,Mega Man Zero Collection,2010,"Inti,IntiCreates",Action;Miscellaneous;Platformer;Compilation;2D,DS,No Online Multiplayer,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4656,Sonic & Sega All-Stars Racing,2010,SumoDigital,Driving;Racing;Arcade;Kart;Kart;Automobile,DS,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4657,The Magic Obelisk,2009,GameArts,Action Adventure;Modern;Modern,Wii,1 Player,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4658,Pro Evolution Soccer 2010,2009,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,PC,not specified,9.43,"classic,hd-business,metacritic-able,hd-bubble,soccer","Syberia,EyeToy: Kinetic,Swing Away Golf,Everybody's Golf,Quake"
4659,Lunar: Silver Star Story Complete,1999,GameArts,Role-Playing;Console-style RPG,PlayStation,1 Player,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4660,ATOMIK: RunGunJumpGun,2018,Gambitious,Action;Platformer;Shooter;2D;Shoot-'Em-Up;Horizontal,Switch,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4661,Disney Infinity 3.0 Edition,2015,AvalancheSoftware,Action Adventure;General,XboxOne,not specified,7.05,"old,young,fun,enjoyable,starter","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow,System Shock 2"
4662,Greed Corp,2010,W!Games,Strategy;Turn-Based;Modern;General;Modern,PlayStation3,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4663,WarioWare Gold,2018,Nintendo,Miscellaneous;Party / Minigame,3DS,No Online Multiplayer,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4664,Call of Duty: Ghosts,2013,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,XboxOne,Up to 18 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4665,The Walking Dead: Season Two Episode 4 - Amid the Ruins,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4666,Call of Juarez: Bound in Blood,2009,Techland,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4667,Assassin's Creed Syndicate,2015,UbisoftQuebec,Historic;Action Adventure;Open-World,XboxOne,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4668,Metal Slug Anthology,2007,TerminalReality,Miscellaneous;Compilation;Compilation,PSP,1-2 ,9.5,"manual,excellent,psp,awesome,arcade","Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Dyad,EyeToy: Play,MySims Agents"
4669,Hearthstone: Curse of Naxxramas,2014,BlizzardEntertainment,Strategy;Miscellaneous;Turn-Based;Card Battle,PC,not specified,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4670,Rock Band Blitz,2012,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,not specified,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4671,Worms W.M.D,2016,Team17,Strategy;Turn-Based;Artillery,PlayStation4,Up to 6 ,7.33,"original,significantly.the,loading,awesome,art-style","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth II: Soulblighter"
4672,Oreshika: Tainted Bloodlines,2015,AlfaSystem,Role-Playing;General,PlayStationVita,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4673,The Sims 2 Seasons,2007,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,1 Player,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4674,Darknet,2017,ArchiactInteractiveLtd.,Puzzle;General,PlayStation4,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4675,Amnesia Collection,2016,FrictionalGames,Miscellaneous;Compilation,PlayStation4,not specified,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4676,Life is Strange: Episode 2 - Out of Time,2015,DONTNODEntertainment,Action Adventure;General,PlayStation4,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4677,Kinect Nat Geo TV,2012,RelentlessSoftware,Miscellaneous;Edutainment;Edutainment,Xbox360,not specified,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4678,Joint Operations: Escalation,2004,NovaLogic,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern,PC,64+ ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4679,Skylanders Trap Team,2014,ToysforBob,Action;Platformer;3D,PlayStation4,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4680,Charlie Murder,2013,SkaStudios,Action;Beat-'Em-Up;Beat-'Em-Up;2D,Xbox360,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4681,Call of Duty: Ghosts,2013,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,Up to 18 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4682,Viva Pinata,2007,"ClimaxGroup,ClimaxStudios",Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,2  Online,7.97,"easy,amazing,rare,perfect,enjoyable","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Logan's Shadow"
4683,EyeToy: Kinetic,2005,SCEELondonStudio,Sports;General,PlayStation2,1-4 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4684,Bejeweled Twist,2008,PopCap,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,PC,not specified,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4685,Mercury Meltdown,2006,IgnitionEntertainment,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PSP,1-2 ,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4686,The Banner Saga 2,2016,Stoic,Role-Playing;General;Strategy;Turn-Based;Tactics,PlayStation4,not specified,7.57,"new,second,original,saga,interesting","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
4687,Plants vs Zombies: Garden Warfare,2014,PopCap,General;Action;General;Shooter;Third-Person;Tactical,PC,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4688,Dragon Ball: Origins,2008,GameRepublic,Action;Action Adventure;General;General,DS,2  Online,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4689,SingStar '80s,2007,SCEA,Miscellaneous;Rhythm;Music,PlayStation2,1-8 ,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4690,The Legend of Zelda: Breath of the Wild - The Master Trials,2017,Nintendo,Action Adventure;Open-World,Switch,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4691,Melty Blood: Actress Again Current Code,2016,"Ecole,French-Bread",Action;Fighting;2D,PC,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4692,Rune Factory 4,2013,Neverland,Strategy;Breeding/Constructing;General;Breeding/Constructing,3DS,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4693,Thomas Was Alone,2013,MikeBithell,Action;Platformer;Platformer;2D;2D,PlayStationVita,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4694,Little Nightmares,2017,TarsierStudios,Action Adventure;General;Linear,PlayStation4,not specified,7.91,"’,dark,long,creepy,small","Syberia II,Syphon Filter: Logan's Shadow,Hyper Light Drifter,Syberia,System Shock 2"
4695,PlanetSide 2,2015,"SonyOnlineEntertainment,DaybreakGames",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Tactical;Arcade,PlayStation4,not specified,6.32,"free,new,huge,massive,large","Azure Striker Gunvolt: Striker Pack,Syberia II,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
4696,NHL 2K7,2006,KushGames,Sports;Traditional;Ice Hockey;Sim,Xbox,8  Online,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4697,Metal Slug 3,2008,SNKPlaymore,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical;Horizontal,Xbox360,1-2 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4698,Offworld Trading Company,2016,MohawkGames,Strategy;Real-Time;Management;General;Business / Tycoon,PC,Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4699,GRID 2,2013,Codemasters,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,not specified,5.07,"grid,arcade,original,new,hard","Azure Striker Gunvolt: Striker Pack,Dyad,System Shock: Enhanced Edition,Syberia II,Tyranny"
4700,Atelier Shallie Plus: Alchemists of the Dusk Sea,2017,Gust,Role-Playing;Japanese-Style,PlayStationVita,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4701,Medal of Honor: Airborne,2007,ElectronicArts,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,12  Online,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4702,Rebelstar: Tactical Command,2005,CodoGames,Strategy;Turn-Based;Sci-Fi,GameBoyAdvance,1-2 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4703,A Kingdom for Keflings,2008,NinjaBee,Strategy;Breeding/Constructing;General;Breeding/Constructing,Xbox360,4  Online,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4704,Red Faction,2001,VolitionInc.,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1-32 ,8.06,"red,late,fps,geo-mod,big","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Syphon Filter: Logan's Shadow,Dyad"
4705,Disney's Extreme Skate Adventure,2003,ToysforBob,Sports;Alternative;Skateboarding,PlayStation2,1-2 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4706,Stronghold: Crusader,2002,FireFlyStudios,Strategy;Real-Time;Historic;General;Historic,PC,1-8 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4707,Dragon Warrior VII,2001,HeartBeat,Role-Playing;Console-style RPG,PlayStation,1 Player,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4708,NHL Hitz 20-02,2001,BlackBox,Sports;Traditional;Ice Hockey;Arcade,PlayStation2,1-6 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4709,Konami Krazy Racers,2001,KCEK,Driving;Racing;Kart,GameBoyAdvance,1-4 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4710,Summoner,2001,VolitionInc.,Role-Playing;Action RPG;Action RPG,PC,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4711,Armored Core 2,2000,FromSoftware,Simulation;Sci-Fi;Mech,PlayStation2,1-2 ,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4712,Madden NFL 2001,2000,EASports,Sports;Traditional;Team;Football;Sim;Sim,PC,1-2 ,10.0,"incredible,new","EyeToy: Play,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
4713,ATV Offroad Fury 3,2004,ClimaxGroup,Driving;Racing;Rally / Offroad,PlayStation2,6  Online,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4714,Death Squared,2017,SMGStudio,General;Puzzle;Action,Switch,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4715,Wargame: Red Dragon,2014,EugenSystems,Strategy;Real-Time;Historic;Tactics,PC,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4716,Inazuma Eleven,2014,Level5,Sports;Traditional;Team;Soccer;Arcade,3DS,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4717,WWE SmackDown vs. Raw 2007,2006,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PSP,1-4 ,7.12,"new,raw,smackdown,big,wwe","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
4718,MySims Agents,2009,ElectronicArts,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,Wii,not specified,,,"Azure Striker Gunvolt: Striker Pack,Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4"
4719,Shin Megami Tensei: Devil Survivor Overclocked,2011,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,3DS,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
4720,Bridge Constructor Portal,2018,ClockStoneSoftware,Simulation;Virtual;Career,XboxOne,No Online Multiplayer,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
